番号,山名,別名,山頂名,読み,都道府県,標高,所在地,地図,緯度,経度,三角点名等,備考
669,位山,"","",くらいやま,岐阜県,1529,飛騨高地,https://maps.gsi.go.jp/#15/36.038333333333334/137.19666666666666,36°02′18″,137°11′48″,位山,""
670,川上岳,"","",かおれだけ,岐阜県,1625,飛騨高地,https://maps.gsi.go.jp/#15/36.00833333333333/137.14944444444444,36°00′30″,137°08′58″,兎馬場,Ｈ26三角点標高改訂
671,鷲ヶ岳,"","",わしがたけ,岐阜県,1671,飛騨高地,https://maps.gsi.go.jp/#15/35.94027777777777/136.9713888888889,35°56′25″,136°58′17″,鷲ケ岳,Ｈ20三角点標高改訂
672,八乙女山,"","",やおとめやま,富山県,756,白山山地,https://maps.gsi.go.jp/#15/36.54055555555556/136.98305555555555,36°32′26″,136°58′59″,標高点,""
673,高清水山,"","",たかしょうずやま,富山県,1145,白山山地,https://maps.gsi.go.jp/#15/36.477222222222224/136.9427777777778,36°28′38″,136°56′34″,標高点,""
674,医王山,"",奥医王山,いおうぜん<おくいおうぜん>,"富山県, 石川県",939,白山山地,https://maps.gsi.go.jp/#15/36.51277777777778/136.79611111111112,36°30′46″,136°47′46″,医王山,山頂名追加：Ｈ5関係自治体からの申請による
675,口三方岳,"","",くちさんぼうだけ,石川県,1269,白山山地,https://maps.gsi.go.jp/#15/36.373333333333335/136.71555555555554,36°22′24″,136°42′56″,板尾,""
676,高三郎山,"","",たかさぶろうやま,石川県,1445,白山山地,https://maps.gsi.go.jp/#15/36.37111111111111/136.77361111111114,36°22′16″,136°46′25″,標高点,""
677,大門山,"","",だいもんざん,"富山県, 石川県",1572,白山山地,https://maps.gsi.go.jp/#15/36.36527777777778/136.8036111111111,36°21′55″,136°48′13″,大門山,""
678,大笠山,"","",おおがさやま,"富山県, 石川県",1822,白山山地,https://maps.gsi.go.jp/#15/36.32055555555556/136.78972222222222,36°19′14″,136°47′23″,大笠山,""
679,笈ヶ岳,"","",おいずるがだけ,"富山県, 石川県, 岐阜県",1841,白山山地,https://maps.gsi.go.jp/#15/36.29861111111111/136.79222222222222,36°17′55″,136°47′32″,笈岳,""
680,三方岩岳,"","",さんぽういわだけ,"石川県, 岐阜県",1736,白山山地,https://maps.gsi.go.jp/#15/36.25805555555556/136.84444444444446,36°15′29″,136°50′40″,標高点,""
681,三方崩山,"","",さんぽうくずれやま,岐阜県,2059,白山山地,https://maps.gsi.go.jp/#15/36.178888888888885/136.86027777777778,36°10′44″,136°51′37″,三方崩岳,""
682,七倉山,"","",ななくらやま,石川県,2557,白山山地,https://maps.gsi.go.jp/#15/36.17111111111111/136.75861111111112,36°10′16″,136°45′31″,標高点,""
683,白山,"",御前峰,はくさん<ごぜんがみね>,"石川県, 岐阜県",2702,白山山地,https://maps.gsi.go.jp/#15/36.155/136.7713888888889,36°09′18″,136°46′17″,白山,""
684,白山釈迦岳,"","",はくさんしゃかだけ,石川県,2053,白山山地,https://maps.gsi.go.jp/#15/36.15222222222222/136.73555555555555,36°09′08″,136°44′08″,釈迦岳,""
685,別山,"","",べっさん,"石川県, 岐阜県",2399,白山山地,https://maps.gsi.go.jp/#15/36.105555555555554/136.76583333333335,36°06′20″,136°45′57″,別山,""
686,願教寺山,"","",がんきょうじやま,"福井県, 岐阜県",1691,白山山地,https://maps.gsi.go.jp/#15/36.05694444444444/136.7397222222222,36°03′25″,136°44′23″,願教寺山,""
687,野伏ヶ岳,"","",のぶせがだけ,"岐阜県, 福井県",1674,白山山地,https://maps.gsi.go.jp/#15/36.01277777777778/136.73250000000002,36°00′46″,136°43′57″,野伏,""
688,大日ヶ岳,"","",だいにちがたけ,岐阜県,1709,白山山地,https://maps.gsi.go.jp/#15/36.00138888888889/136.83777777777777,36°00′05″,136°50′16″,大日ケ岳,""
689,赤兎山,"","",あかうさぎやま,"福井県, 石川県",1629,白山山地,https://maps.gsi.go.jp/#15/36.0675/136.66194444444446,36°04′03″,136°39′43″,赤鬼山,あかとやま
690,経ヶ岳,"","",きょうがだけ,福井県,1625,白山山地,https://maps.gsi.go.jp/#15/36.046388888888885/136.62194444444447,36°02′47″,136°37′19″,経ケ岳,""
691,鷲走ヶ岳,"","",わっそうがたけ,石川県,1097,白山山地,https://maps.gsi.go.jp/#15/36.26583333333333/136.61555555555555,36°15′57″,136°36′56″,高尾山,""
692,大日山,"","",だいにちざん,石川県,1368,白山山地,https://maps.gsi.go.jp/#15/36.161944444444444/136.49305555555554,36°09′43″,136°29′35″,標高点,""
693,富士写ヶ岳,"","",ふじしゃがだけ,石川県,942,白山山地,https://maps.gsi.go.jp/#15/36.18861111111111/136.36388888888888,36°11′19″,136°21′50″,富士写岳,""
694,浄法寺山,"","",じょうほうじやま,福井県,1053,白山山地,https://maps.gsi.go.jp/#15/36.125/136.39277777777778,36°07′30″,136°23′34″,浄法寺山,""
695,国見岳,"","",くにみだけ,福井県,656,越美・伊吹山地,https://maps.gsi.go.jp/#15/36.07916666666667/136.0838888888889,36°04′45″,136°05′02″,国見岳,""
696,日野山,"","",ひのさん,福井県,794,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.85916666666667/136.20749999999998,35°51′33″,136°12′27″,日野山,""
697,部子山,"","",へこさん,福井県,1464,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.88611111111111/136.43916666666667,35°53′10″,136°26′21″,部子山,""
698,荒島岳,"","",あらしまだけ,福井県,1523,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.93416666666666/136.6013888888889,35°56′03″,136°36′05″,荒島山,""
699,平家岳,"","",へいけがだけ,福井県,1442,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.809999999999995/136.7188888888889,35°48′36″,136°43′08″,平家岳,""
700,高賀山,"","",こうがさん,岐阜県,1224,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.67194444444444/136.85916666666665,35°40′19″,136°51′33″,高賀山,""
701,屏風山,"","",びょうぶざん,"福井県, 岐阜県",1354,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.79694444444444/136.62666666666667,35°47′49″,136°37′36″,屏風山,""
702,姥ヶ岳,"","",うばがたけ,福井県,1454,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.809444444444445/136.50583333333333,35°48′34″,136°30′21″,小沢,""
703,能郷白山,権現山,"",のうごうはくさん（ごんげんさん）,岐阜県,1617,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.7625/136.51416666666665,35°45′45″,136°30′51″,能郷白山,""
704,冠山,"","",かんむりやま,"福井県, 岐阜県",1257,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.77972222222222/136.40944444444446,35°46′47″,136°24′34″,冠山,""
705,三周ヶ岳,"","",さんしゅうがたけ,岐阜県,1292,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.683611111111105/136.3,35°41′01″,136°18′00″,三周岳,""
706,金糞岳,"","",かなくそだけ,"岐阜県, 滋賀県",1317,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.55/136.33722222222224,35°33′00″,136°20′14″,標高点,""
707,伊吹山,"","",いぶきやま,滋賀県,1377,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.41777777777777/136.4063888888889,35°25′04″,136°24′23″,伊吹山,""
708,霊仙山,"","",りょうぜんざん,滋賀県,1094,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.27916666666667/136.3813888888889,35°16′45″,136°22′53″,標高点,""
709,笙ヶ岳,"","",しょうがだけ,岐阜県,908,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.28361111111111/136.51111111111112,35°17′01″,136°30′40″,笙ケ岳,""
710,養老山,"","",ようろうさん,岐阜県,859,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.26305555555555/136.52333333333334,35°15′47″,136°31′24″,養老山,""
711,御池岳,"","",おいけだけ,滋賀県,1247,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.17861111111111/136.415,35°10′43″,136°24′54″,標高点,""
712,竜ヶ岳,"","",りゅうがだけ,"滋賀県, 三重県",1099,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.11944444444445/136.4452777777778,35°07′10″,136°26′43″,竜ケ岳,Ｈ21三角点標高改訂
713,御在所山,"","",ございしょやま,"滋賀県, 三重県",1212,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.02055555555555/136.41777777777776,35°01′14″,136°25′04″,標高点,""
714,雨乞岳,"","",あまごいだけ,滋賀県,1238,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.02111111111111/136.38416666666666,35°01′16″,136°23′03″,雨乞岳,""
715,高畑山,"","",たかはたやま,"三重県, 滋賀県",773,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/34.88972222222222/136.32083333333333,34°53′23″,136°19′15″,山中村,""
716,霊山,"","",れいさん,三重県,766,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/34.81722222222223/136.26055555555556,34°49′02″,136°15′38″,霊山,Ｈ26三角点標高改訂
717,経が峰,"","",きょうがみね,三重県,819,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/34.76638888888889/136.37444444444446,34°45′59″,136°22′28″,経ケ峰,""
718,笠取山,"","",かさとりやま,三重県,842,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/34.73416666666667/136.29666666666665,34°44′03″,136°17′48″,標高点,""
719,武奈ヶ岳,"","",ぶながだけ,滋賀県,1214,琵琶湖周辺,https://maps.gsi.go.jp/#15/35.264722222222225/135.89694444444444,35°15′53″,135°53′49″,武奈岳,山名変更：Ｈ18関係自治体からの申請による
720,皆子山,"","",みなこやま,"京都府, 滋賀県",971,琵琶湖周辺,https://maps.gsi.go.jp/#15/35.202222222222225/135.83527777777778,35°12′08″,135°50′07″,葛川,Ｈ26三角点標高改訂
721,蓬莱山,"","",ほうらいさん,滋賀県,1174,琵琶湖周辺,https://maps.gsi.go.jp/#15/35.20944444444445/135.88583333333332,35°12′34″,135°53′09″,比良ケ岳,""
722,比叡山,"",大比叡,ひえいざん<だいひえい>,"滋賀県, 京都府",848,琵琶湖周辺,https://maps.gsi.go.jp/#15/35.06583333333333/135.83444444444444,35°03′57″,135°50′04″,比叡山,""
723,音羽山,"","",おとわやま,京都府,593,琵琶湖周辺,https://maps.gsi.go.jp/#15/34.97694444444445/135.85305555555556,34°58′37″,135°51′11″,小山,""
724,三上山,"","",みかみやま,滋賀県,432,琵琶湖周辺,https://maps.gsi.go.jp/#15/35.050555555555555/136.03777777777776,35°03′02″,136°02′16″,標高点,""
725,鷲峰山,"","",じゅうぶざん,京都府,682,笠置山地,https://maps.gsi.go.jp/#15/34.830555555555556/135.90833333333333,34°49′50″,135°54′30″,標高点,""
726,笠置山,"","",かさぎやま,京都府,324,笠置山地,https://maps.gsi.go.jp/#15/34.75194444444445/135.95055555555555,34°45′07″,135°57′02″,笠置山,""
727,若草山,三笠山,"",わかくさやま（みかさやま）,奈良県,342,笠置山地,https://maps.gsi.go.jp/#15/34.691111111111105/135.85444444444443,34°41′28″,135°51′16″,三笠山,""
728,三輪山,"","",みわやま,奈良県,467,笠置山地,https://maps.gsi.go.jp/#15/34.535/135.86694444444444,34°32′06″,135°52′01″,三輪山,""
729,耳成山,"","",みみなしやま,奈良県,139,奈良盆地,https://maps.gsi.go.jp/#15/34.514722222222225/135.8052777777778,34°30′53″,135°48′19″,耳成山,Ｈ13三角点改測
730,天香久山,"","",あまのかぐやま,奈良県,152,奈良盆地,https://maps.gsi.go.jp/#15/34.49583333333334/135.81833333333333,34°29′45″,135°49′06″,標高点,""
731,畝傍山,"","",うねびやま,奈良県,199,奈良盆地,https://maps.gsi.go.jp/#15/34.4925/135.78472222222223,34°29′33″,135°47′05″,畝傍山,""
732,生駒山,"","",いこまやま,"大阪府, 奈良県",642,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.67833333333333/135.67888888888888,34°40′42″,135°40′44″,生駒山,""
733,信貴山,"","",しぎさん,奈良県,437,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.61277777777778/135.66833333333332,34°36′46″,135°40′06″,標高点,""
734,二上山,"",雄岳,にじょうさん<おだけ>,奈良県,517,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.52583333333333/135.67749999999998,34°31′33″,135°40′39″,標高点,""
735,葛城山,"","",かつらぎさん,"奈良県, 大阪府",959,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.45611111111111/135.6822222222222,34°27′22″,135°40′56″,篠峰山,""
736,金剛山,"","",こんごうざん,奈良県,1125,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.419444444444444/135.67305555555555,34°25′10″,135°40′23″,標高点,""
737,岩湧山,"","",いわわきさん,大阪府,897,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.37416666666667/135.5511111111111,34°22′27″,135°33′04″,岩湧山,""
738,葛城山,"","",かつらぎさん,"大阪府, 和歌山県",858,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.34805555555556/135.43444444444444,34°20′53″,135°26′04″,標高点,""
739,俎石山,"","",そせきざん,"和歌山県, 大阪府",420,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.30833333333333/135.20777777777778,34°18′30″,135°12′28″,俎石山,""
740,堀坂山,"","",ほっさかさん,三重県,757,高見山地,https://maps.gsi.go.jp/#15/34.54666666666667/136.43277777777777,34°32′48″,136°25′58″,堀坂山,""
741,尼ケ岳,"","",あまがだけ,三重県,957,高見山地,https://maps.gsi.go.jp/#15/34.5575/136.21972222222223,34°33′27″,136°13′11″,尼ケ岳,Ｈ21三角点標高改訂
742,倶留尊山,"","",くろそやま,"三重県, 奈良県",1037,高見山地,https://maps.gsi.go.jp/#15/34.530833333333334/136.17027777777776,34°31′51″,136°10′13″,倶留尊山,Ｈ21三角点標高改訂
743,局ヶ岳,"","",つぼねがだけ,三重県,1029,高見山地,https://maps.gsi.go.jp/#15/34.46055555555556/136.32694444444445,34°27′38″,136°19′37″,局岳,""
744,三峰山,"","",みうねやま,"三重県, 奈良県",1235,高見山地,https://maps.gsi.go.jp/#15/34.448611111111106/136.20638888888888,34°26′55″,136°12′23″,三嶺山,""
745,高見山,"","",たかみやま,"三重県, 奈良県",1248,高見山地,https://maps.gsi.go.jp/#15/34.42861111111111/136.08833333333334,34°25′43″,136°05′18″,高見山,""
746,竜門岳,"","",りゅうもんがだけ,奈良県,904,高見山地,https://maps.gsi.go.jp/#15/34.440555555555555/135.89777777777778,34°26′26″,135°53′52″,竜門岳,竜門山（りゅうもんざん）
747,朝熊ヶ岳,"","",あさまがたけ,三重県,555,紀伊山地東部,https://maps.gsi.go.jp/#15/34.461111111111116/136.7813888888889,34°27′40″,136°46′53″,標高点,""
748,七洞岳,"","",ななほらがたけ,三重県,778,紀伊山地東部,https://maps.gsi.go.jp/#15/34.37305555555555/136.51583333333335,34°22′23″,136°30′57″,白岩峰,""
749,迷岳,"","",まよいだけ,三重県,1309,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.35/136.20749999999998,34°21′00″,136°12′27″,迷ケ岳,""
750,国見山,"","",くにみやま,"三重県, 奈良県",1419,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.37583333333333/136.08666666666667,34°22′33″,136°05′12″,青俣山,""
751,池木屋山,"","",いけごややま,"三重県, 奈良県",1396,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.316111111111105/136.12944444444446,34°18′58″,136°07′46″,中奥,""
752,白鬚岳,"","",しらひげだけ,奈良県,1378,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.293055555555554/136.04694444444445,34°17′35″,136°02′49″,神ノ谷,""
753,大台ヶ原山,"",日出ヶ岳,おおだいがはらざん<ひのでがたけ>,"奈良県, 三重県",1695,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.18527777777778/136.10916666666665,34°11′07″,136°06′33″,大台ケ原山,おおだいがはらやま＜ひでがたけ＞
754,山上ヶ岳,"","",さんじょうがたけ,奈良県,1719,紀伊山地東部（大峰山脈）,https://maps.gsi.go.jp/#15/34.2525/135.94111111111113,34°15′09″,135°56′28″,大峰山上,""
755,大普賢岳,"","",だいふげんだけ,奈良県,1780,紀伊山地東部（大峰山脈）,https://maps.gsi.go.jp/#15/34.22777777777778/135.96277777777777,34°13′40″,135°57′46″,普賢森,""
756,弥山,"","",みせん,奈良県,1895,紀伊山地東部（大峰山脈）,https://maps.gsi.go.jp/#15/34.18/135.90944444444446,34°10′48″,135°54′34″,標高点,""
757,八経ヶ岳,"","",はっきょうがだけ,奈良県,1915,紀伊山地東部（大峰山脈）,https://maps.gsi.go.jp/#15/34.17361111111111/135.9075,34°10′25″,135°54′27″,彌仙山,山名変更：Ｈ18関係自治体からの申請による
